context_code,response_code,context_type,context,response,sarcasm_ev1,sarcasm_ev2,sarcasm_ev3,mustard_id
5F,R3,none,"Crofton: Oh, uh, listen, about tonight...  John: No, no, no, don't you dare bail on me. The only reason she's goin' out with me is because I said I could bring a friend for her friend. ","Crofton: Fine I'll go, but only for you. I'm not going to get into anything with her friend.",0,0,1,511
5F,R3,none,,"Crofton: Fine I'll go, but only for you. I'm not going to get into anything with her friend.",4,2,3,511
5F,R4,none,"John has a date tonight, but he needs to bring a friend because the date wants to bring her friend along. John asks Crofton to come. Crofton says yes but he’s reluctant to go because John made it sound like the other girl is very needy and vulnerable. He says to John, ""Oh, uh, listen, about tonight..."" And John instantly gets that Crofton wants to bail and says, ""No, no, no, don't you dare bail on me. The only reason she's going out with me is because I said I could bring a friend for her friend.""","Crofton says, ""Ok don't worry I'll come along. But you owe me!!!! """,3,2,0,511
5F,R4,none,"Crofton: Oh, uh, listen, about tonight...  John: No, no, no, don't you dare bail on me. The only reason she's goin' out with me is because I said I could bring a friend for her friend. ",Crofton: Ok don't worry I'll come along. But you owe me!!!!,1,3,0,511
5F,R4,none,,Crofton: Ok don't worry I'll come along. But you owe me!!!!,0,0,0,511
5F,R5,none,"John has a date tonight, but he needs to bring a friend because the date wants to bring her friend along. John asks Crofton to come. Crofton says yes but he’s reluctant to go because John made it sound like the other girl is very needy and vulnerable. He says to John, ""Oh, uh, listen, about tonight..."" And John instantly gets that Crofton wants to bail and says, ""No, no, no, don't you dare bail on me. The only reason she's going out with me is because I said I could bring a friend for her friend.""","Crofton says, ""Sorry. I didn't know.""",0,0,0,511
5F,R5,none,"Crofton: Oh, uh, listen, about tonight...  John: No, no, no, don't you dare bail on me. The only reason she's goin' out with me is because I said I could bring a friend for her friend. ",Crofton: Sorry. I didn't know.,2,0,1,511
5F,R5,none,,Crofton: Sorry. I didn't know.,0,0,0,511
5F,R6,none,"John has a date tonight, but he needs to bring a friend because the date wants to bring her friend along. John asks Crofton to come. Crofton says yes but he’s reluctant to go because John made it sound like the other girl is very needy and vulnerable. He says to John, ""Oh, uh, listen, about tonight..."" And John instantly gets that Crofton wants to bail and says, ""No, no, no, don't you dare bail on me. The only reason she's going out with me is because I said I could bring a friend for her friend.""","Crofton says, ""Fine John we will go, BUT, if it goes bad, I'm going to make an excuse to go to the washroom part way through and tell them work needed me.""",0,0,0,511
5F,R6,none,"Crofton: Oh, uh, listen, about tonight...  John: No, no, no, don't you dare bail on me. The only reason she's goin' out with me is because I said I could bring a friend for her friend. ","Crofton: Fine John we will go, BUT, if it goes bad, I'm going to make an excuse to go to the washroom part way through and tell them work needed me.",1,0,2,511
5F,R6,none,,"Crofton: Fine John we will go, BUT, if it goes bad, I'm going to make an excuse to go to the washroom part way through and tell them work needed me.",3,1,2,511
5F,R7,none,"John has a date tonight, but he needs to bring a friend because the date wants to bring her friend along. John asks Crofton to come. Crofton says yes but he’s reluctant to go because John made it sound like the other girl is very needy and vulnerable. He says to John, ""Oh, uh, listen, about tonight..."" And John instantly gets that Crofton wants to bail and says, ""No, no, no, don't you dare bail on me. The only reason she's going out with me is because I said I could bring a friend for her friend.""","Crofton says, ""I'm not going to bail.""",2,0,0,511
5F,R7,none,"Crofton: Oh, uh, listen, about tonight...  John: No, no, no, don't you dare bail on me. The only reason she's goin' out with me is because I said I could bring a friend for her friend. ",Crofton: I'm not going to bail.,1,0,0,511
5F,R7,none,,Crofton: I'm not going to bail.,2,0,0,511
5F,R8,none,"John has a date tonight, but he needs to bring a friend because the date wants to bring her friend along. John asks Crofton to come. Crofton says yes but he’s reluctant to go because John made it sound like the other girl is very needy and vulnerable. He says to John, ""Oh, uh, listen, about tonight..."" And John instantly gets that Crofton wants to bail and says, ""No, no, no, don't you dare bail on me. The only reason she's going out with me is because I said I could bring a friend for her friend.""","Crofton says, ""Bruh I got my own plans, you gonna have to find someone else to wing-man you.""",2,1,3,511
5F,R8,none,"Crofton: Oh, uh, listen, about tonight...  John: No, no, no, don't you dare bail on me. The only reason she's goin' out with me is because I said I could bring a friend for her friend. ","Crofton: Bruh I got my own plans, you gonna have to find someone else to wing-man you.",0,3,0,511
5F,R8,none,,"Crofton: Bruh I got my own plans, you gonna have to find someone else to wing-man you.",2,2,0,511
5F,R9,none,"John has a date tonight, but he needs to bring a friend because the date wants to bring her friend along. John asks Crofton to come. Crofton says yes but he’s reluctant to go because John made it sound like the other girl is very needy and vulnerable. He says to John, ""Oh, uh, listen, about tonight..."" And John instantly gets that Crofton wants to bail and says, ""No, no, no, don't you dare bail on me. The only reason she's going out with me is because I said I could bring a friend for her friend.""","Crofton says, ""I got something else on.""",2,2,0,511
5F,R9,none,"Crofton: Oh, uh, listen, about tonight...  John: No, no, no, don't you dare bail on me. The only reason she's goin' out with me is because I said I could bring a friend for her friend. ",Crofton: I got something else on.,0,1,2,511
5F,R9,none,,Crofton: I got something else on.,2,0,5,511
5T,R1,none,"Molly is telling Crofton that she got a free ticket to a game of a popular basketball team. He feels a bit jealous because he’s a fan of the team and knows she doesn’t even like basketball that much. She asks, ""Hey, what should I wear to a basketball game?""","Crofton says, ""Whatever you want.""",3,3,0,317
5T,R1,none,"Molly: Hey guys, what should I wear to a basketball game? ",Crofton: Whatever you want.,1,3,0,317
5T,R1,none,,Crofton: Whatever you want.,0,4,2,317
5T,R10,none,"Molly is telling Crofton that she got a free ticket to a game of a popular basketball team. He feels a bit jealous because he’s a fan of the team and knows she doesn’t even like basketball that much. She asks, ""Hey, what should I wear to a basketball game?""","Crofton says, ""I'm so jealous of you going, you should wear something comfortable.""",3,3,0,317
5T,R10,none,"Molly: Hey guys, what should I wear to a basketball game? ","Crofton: I'm so jealous of you going, you should wear something comfortable.",0,0,4,317
5T,R10,none,,"Crofton: I'm so jealous of you going, you should wear something comfortable.",1,3,4,317
5T,R11,none,"Molly is telling Crofton that she got a free ticket to a game of a popular basketball team. He feels a bit jealous because he’s a fan of the team and knows she doesn’t even like basketball that much. She asks, ""Hey, what should I wear to a basketball game?""","Crofton says, ""Something that allows you to move around and is appropriate for the weather conditions.""",0,5,4,317
5T,R11,none,"Molly: Hey guys, what should I wear to a basketball game? ",Crofton: Something that allows you to move around and is appropriate for the weather conditions.,3,0,0,317
5T,R11,none,,Crofton: Something that allows you to move around and is appropriate for the weather conditions.,1,0,2,317
5T,R12,none,"Molly is telling Crofton that she got a free ticket to a game of a popular basketball team. He feels a bit jealous because he’s a fan of the team and knows she doesn’t even like basketball that much. She asks, ""Hey, what should I wear to a basketball game?""","Crofton says, ""Anything casual that you'll be comfortable in.""",0,1,4,317
5T,R12,none,"Molly: Hey guys, what should I wear to a basketball game? ",Crofton: Anything casual that you'll be comfortable in.,0,3,0,317
5T,R12,none,,Crofton: Anything casual that you'll be comfortable in.,0,0,4,317
